"N1","N2","N4","N16","N39","N3","N34","N28","N18","N5","N6","N10","N11","N49","N29","N43","N7","N15","N45","N8","N41","N36","N44","N37","N32","N9","N19","N47","N17","N22","N26","N21","N24","N25","N30","N27","N33","N12","N38","N13","N31","N23","N14","N20","N40","N42","N50","N48","N46","N35"
1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2
1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2
2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2
1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2
1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2
2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2
2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2
2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2
2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,2
2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2
1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2
2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2
2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2
1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2
2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2
1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2
1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2
1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2
1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2
1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2
1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2
2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2
2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2
1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1
1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2
1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2
1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2
2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2
2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2
2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2
1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2
1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2
1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2
1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2
2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2
2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1
1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2
1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2
1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2
2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2
2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2
2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2
2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2
1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2
1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2
2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2
1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2
1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2
1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2
1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2
2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2
1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2
1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2
1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1
2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2
2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1
1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1
2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2
1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2
2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,2
1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2
2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2
1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2
2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1
1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2
1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1
1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2
2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2
2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1
1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2
1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2
1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2
2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2
1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2
1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1
1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2
1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2
2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2
1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2
1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2
1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2
2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2
2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2
2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2
1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2
1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2
1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2
1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2
1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2
2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2
1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2
2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2
2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2
1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2
2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2
1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2
2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2
2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2
1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2
2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2
2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2
1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2
2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2
1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2
2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2
1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2
2,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2
2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1
1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2
1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,2
1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2
1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2
1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2
1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2
2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2
1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2
1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2
1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2
2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2
2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2
1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2
2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2
1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2
1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2
2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2
2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2
1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2
1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2
2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1
2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2
2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1
2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2
2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2
1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2
2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2
